Row ID	Order ID	Order Date	Order Priority	Order Quantity	Sales	Discount	Ship Mode	Profit	Unit Price	Shipping Cost	First Name	Last Name	Region	Customer Segment	Product Category	Product Sub-Category	Product Name	Product Container	Product Base Margin	Ship Date	BirthDate
397	2752	~40500%	High	10/02/1900	152.59	0.02	Regular Air	55.48	3.78	0.71	Todd	Boyes	Ontario	Small Business	Office Supplies	Rubber Bands	Staples Bulldog Clip	Wrap Bag	0.39	20/11/2010	04/12/1973
398	2752	~40500%	High	10/01/1900	365.62	0.03	Regular Air	15.77	34.76	8.22	Todd	Boyes	Ontario	Small Business	Office Supplies	Storage & Organization	Multi-Use Personal File Cart and Caster Set, Three Stacking Bins	Small Box	0.57	18/11/2010	02/03/1973
399	2752	~40500%	High	10/01/1900	575.569	0.04	Regular Air	-86.52	65.99	5.63	Todd	Boyes	Ontario	Small Business	Technology	Telephones and Communication	2190	Small Box	0.56	20/11/2010	18/10/1973
760	5445	~40384%	Low	04/01/1900	29.42	0.06	Express Air	14.43	3.69	0.5	Michael	Dominguez	Ontario	Home Office	Office Supplies	Labels	Avery 52	Small Box	0.38	30/07/2010	14/11/1973
761	5445	~40384%	Low	09/01/1900	46.48	0.01	Regular Air	-1.82	4.63	1.93	Michael	Dominguez	Ontario	Home Office	Office Supplies	Pens & Art Supplies	Binney & Smith Crayola® Metallic Colored Pencils, 8-Color Set	Wrap Bag	0.52	01/08/2010	13/09/1973
797	5699	~41119%	Low	02/01/1900	9.25	0.01	Regular Air	-4.21	4.13	0.99	Sean	Miller	Ontario	Small Business	Office Supplies	Labels	Avery 491	Small Box	0.39	03/08/2012	13/11/1973
798	5699	~41119%	Low	10/02/1900	573.89	0.09	Express Air	-121.44	14.98	7.69	Sean	Miller	Ontario	Small Business	Office Supplies	Storage & Organization	Super Decoflex Portable Personal File	Small Box	0.57	03/08/2012	25/07/1973
940	6823	~40015%	Not Specified	19/02/1900	1262.72	0.01	Regular Air	490.28	24.95	2.99	Todd	Boyes	Ontario	Small Business	Office Supplies	Binders and Binder Accessories	Large Capacity Hanging Post Binders	Small Box	0.39	22/07/2009	22/06/1973
941	6823	~40015%	Not Specified	31/01/1900	524.19	0	Regular Air	-135.46	15.98	8.99	Todd	Boyes	Ontario	Small Business	Technology	Computer Peripherals	Imation 3.5" DS/HD IBM Formatted Diskettes, 50/Pack	Small Pack	0.64	23/07/2009	17/06/1973
959	6948	~40521%	Not Specified	15/01/1900	1143.88	0.04	Regular Air	-88.7	73.98	4	Phillip	Breyer	Ontario	Corporate	Technology	Computer Peripherals	Keytronic French Keyboard	Small Box	0.79	10/12/2010	16/08/1973
1027	7462	~40594%	High	03/01/1900	72.63	0.07	Express Air	-26.94	22.01	5.53	Lena	Radford	Ontario	Small Business	Office Supplies	Pens & Art Supplies	Boston 16801 Nautilus™ Battery Pencil Sharpener	Small Pack	0.59	21/02/2011	07/08/1973
1062	7845	~40160%	Critical	22/01/1900	118.56	0.06	Express Air	-63.38	4.91	5.68	Todd	Boyes	Ontario	Small Business	Office Supplies	Binders and Binder Accessories	Acco Pressboard Covers with Storage Hooks, 14 7/8" x 11", Light Blue	Small Box	0.36	13/12/2009	15/07/1973
1063	7845	~40160%	Critical	14/02/1900	2145.05	0.07	Express Air	1012.67	48.94	5.86	Todd	Boyes	Ontario	Small Business	Office Supplies	Paper	Xerox 1916	Small Box	0.35	14/12/2009	01/08/1973
1092	8033	~41023%	High	27/01/1900	118.18	0.06	Regular Air	-133.62	4.06	6.89	Michelle	Ellison	Ontario	Small Business	Office Supplies	Appliances	Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac	Small Box	0.6	25/04/2012	25/03/1956
1150	8388	~40962%	Low	08/02/1900	290.3	0.07	Regular Air	25.16	7.59	4	Olvera	Toch	Ontario	Home Office	Furniture	Office Furnishings	Master Giant Foot® Doorstop, Safety Yellow	Wrap Bag	0.42	25/02/2012	20/09/1955
1151	8388	~40962%	Low	06/02/1900	434.11	0.02	Regular Air	24.85	11.7	5.63	Olvera	Toch	Ontario	Home Office	Office Supplies	Binders and Binder Accessories	Fellowes Binding Cases	Small Box	0.4	25/02/2012	26/06/1955
1152	8388	~40962%	Low	11/02/1900	288.9	0.02	Regular Air	96.34	6.98	1.6	Olvera	Toch	Ontario	Home Office	Office Supplies	Paper	Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”	Wrap Bag	0.38	25/02/2012	25/09/1955
1334	9761	~40930%	Not Specified	02/01/1900	202.64	0.04	Delivery Truck	-221.62	90.97	14	Todd	Boyes	Ontario	Small Business	Technology	Office Machines	Lexmark Z54se Color Inkjet Printer	Jumbo Drum	0.36	23/01/2012	05/05/1955
1335	9761	~40930%	Not Specified	23/01/1900	133.69	0.08	Regular Air	-92.23	5.98	7.15	Todd	Boyes	Ontario	Small Business	Office Supplies	Paper	Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright)	Small Box	0.36	24/01/2012	13/08/1972
1354	9863	~40790%	Critical	18/01/1900	33.96	0	Regular Air	0.1	1.76	0.7	Sean	Christensen	Ontario	Home Office	Office Supplies	Pens & Art Supplies	Newell 310	Wrap Bag	0.56	06/09/2011	25/06/1972
1432	10342	~40869%	Medium	14/02/1900	5181.08	0.01	Delivery Truck	-1623.6	114.98	58.72	Michelle	Ellison	Ontario	Consumer	Furniture	Bookcases	Sauder Camden County Collection Libraries, Planked Cherry Finish	Jumbo Box	0.76	24/11/2011	07/09/1972
1433	10342	~40869%	Medium	07/02/1900	10567.45	0.1	Regular Air	2925.37	299.99	11.64	Michelle	Ellison	Ontario	Consumer	Technology	Copiers and Fax	Brother DCP1000 Digital 3 in 1 Multifunction Machine	Large Box	0.5	23/11/2011	11/09/1972
1434	10342	~40869%	Medium	07/02/1900	1679.04	0.01	Regular Air	324.47	40.97	14.45	Michelle	Ellison	Ontario	Consumer	Furniture	Office Furnishings	Dana Halogen Swing-Arm Architect Lamp	Large Box	0.57	24/11/2011	04/12/1972
1435	10342	~40869%	Medium	02/01/1900	2055.97	0.05	Express Air	-2342.01	999.99	13.99	Michelle	Ellison	Ontario	Consumer	Technology	Office Machines	Polycom Soundstation EX Audio-Conferencing Telephone, Black	Medium Box	0.36	24/11/2011	03/03/1972
1441	10434	~40170%	High	02/01/1900	383.45	0.06	Delivery Truck	-244.47	180.98	26.2	Michelle	Ellison	Ontario	Small Business	Furniture	Chairs & Chairmats	Global Ergonomic Managers Chair	Jumbo Drum	0.59	24/12/2009	25/08/1948
1532	11040	~40839%	Not Specified	13/02/1900	1102.28	0.03	Regular Air	389.61	23.99	6.71	Scot	Coram	Ontario	Corporate	Office Supplies	Envelopes	Recycled Interoffice Envelopes with String and Button Closure, 10 x 13	Small Box	0.35	23/10/2011	22/12/1948
1566	11302	~39873%	Low	10/01/1900	866.66	0.09	Delivery Truck	35.29	90.97	14	Natalie	Fritzler	Ontario	Home Office	Technology	Office Machines	Lexmark Z54se Color Inkjet Printer	Jumbo Drum	0.36	03/03/2009	14/08/1949
1577	11398	~41127%	High	16/01/1900	109.7	0.03	Regular Air	-106.77	5.98	10.39	Nathan	Gelder	Ontario	Home Office	Office Supplies	Paper	Xerox 1895	Small Box	0.4	07/08/2012	24/04/1949
1578	11398	~41127%	High	26/01/1900	80.89	0.03	Regular Air	23.37	2.94	0.81	Nathan	Gelder	Ontario	Home Office	Office Supplies	Pens & Art Supplies	Prang Colored Pencils	Wrap Bag	0.4	08/08/2012	26/02/1950
1599	11584	~40139%	Medium	17/02/1900	1497.3175	0.01	Regular Air	836.51	35.99	0.99	Sean	Miller	Ontario	Small Business	Technology	Telephones and Communication	Accessory31	Small Pack	0.35	23/11/2009	18/07/1950
1607	11652	~40857%	Not Specified	04/02/1900	1154.14	0.07	Regular Air	-36	32.98	5.5	Olvera	Toch	Ontario	Home Office	Technology	Computer Peripherals	PC Concepts 116 Key Quantum 3000 Keyboard	Small Box	0.75	11/11/2011	19/10/1950
1608	11652	~40857%	Not Specified	06/02/1900	223.82	0.09	Regular Air	-249.11	5.98	10.39	Olvera	Toch	Ontario	Home Office	Office Supplies	Paper	Xerox 1895	Small Box	0.4	11/11/2011	22/09/1950
1609	11652	~40857%	Not Specified	01/01/1900	61.4635	0.05	Regular Air	-261.35	65.99	8.99	Olvera	Toch	Ontario	Home Office	Technology	Telephones and Communication	Talkabout T8367	Small Box	0.56	12/11/2011	12/11/1958
1610	11652	~40857%	Not Specified	25/01/1900	122.09	0.1	Regular Air	14.11	5.18	2.04	Olvera	Toch	Ontario	Home Office	Office Supplies	Paper	Array® Memo Cubes	Wrap Bag	0.36	12/11/2011	17/08/1957
1615	11686	~39840%	Not Specified	07/02/1900	6121.1985	0.08	Regular Air	1312.34	205.99	2.5	Michael	Dominguez	Ontario	Home Office	Technology	Telephones and Communication	V70	Small Box	0.59	28/01/2009	17/05/1957
1940	13895	~40502%	High	13/02/1900	614.34	0.02	Regular Air	-171.7	14.03	9.37	Michelle	Ellison	Ontario	Small Business	Office Supplies	Storage & Organization	Project Tote Personal File	Small Box	0.56	20/11/2010	21/05/1957
2072	14820	~40917%	High	08/02/1900	278.902	0.04	Express Air	-104.47	7.99	5.03	Michael	Dominguez	Ontario	Home Office	Technology	Telephones and Communication	Bell Sonecor JB700 Caller ID	Medium Box	0.6	11/01/2012	24/11/1958
2127	15170	~39890%	Critical	19/01/1900	356.4645	0.01	Regular Air	-9.11	20.99	4.81	Thomas	Boland	Ontario	Corporate	Technology	Telephones and Communication	1726 Digital Answering Machine	Medium Box	0.58	18/03/2009	03/03/1958
2190	15780	~40646%	Critical	19/01/1900	71.77	0.03	Regular Air	22.71	3.78	0.71	Thomas	Boland	Ontario	Corporate	Office Supplies	Rubber Bands	Staples Bulldog Clip	Wrap Bag	0.39	15/04/2011	17/10/1957
2225	16098	~41111%	Low	31/01/1900	480.43	0.06	Regular Air	50.59	14.98	8.99	Patricia	Hirasaki	Ontario	Home Office	Furniture	Office Furnishings	GE 4 Foot Flourescent Tube, 40 Watt	Small Pack	0.39	25/07/2012	18/05/1957
2229	16103	~41105%	Not Specified	31/01/1900	217.14	0	Regular Air	-62.97	6.48	6.22	Maria	Zettner	Ontario	Corporate	Office Supplies	Paper	Xerox 1894	Small Box	0.37	17/07/2012	25/05/1957
2303	16610	~40096%	High	19/01/1900	659.13	0.09	Regular Air	187.57	35.94	6.66	Thomas	Boland	Ontario	Corporate	Office Supplies	Envelopes	Tyvek ® Top-Opening Peel & Seel ® Envelopes, Gray	Small Box	0.4	12/10/2009	07/06/1956
2596	18757	~41051%	Low	09/01/1900	222.2	0.03	Regular Air	-40.25	22.38	15.1	Matthew	Clasen	Ontario	Consumer	Office Supplies	Binders and Binder Accessories	Avery Flip-Chart Easel Binder, Black	Small Box	0.38	24/05/2012	18/08/1956
2597	18757	~41051%	Low	05/01/1900	39.9	0.02	Regular Air	-37.8	5.94	9.92	Matthew	Clasen	Ontario	Consumer	Office Supplies	Binders and Binder Accessories	Storex Dura Pro™ Binders	Small Box	0.38	27/05/2012	18/01/1956
2687	19431	~39956%	Not Specified	04/01/1900	16.82	0.08	Regular Air	-5.54	4.13	1.17	Nathan	Gelder	Ontario	Home Office	Office Supplies	Pens & Art Supplies	Newell 31	Wrap Bag	0.57	25/05/2009	02/06/1955
2712	19584	~39919%	Critical	06/01/1900	14535.8	0.05	Delivery Truck	-3971.06	2550.14	29.7	Maria	Zettner	Ontario	Corporate	Technology	Office Machines	Epson DFX-8500 Dot Matrix Printer	Jumbo Drum	0.57	17/04/2009	16/06/1955
2810	20262	~40173%	Not Specified	27/01/1900	652.24	0.02	Regular Air	185.04	22.72	8.99	Patrick	O'Donnell	Ontario	Home Office	Furniture	Office Furnishings	Executive Impressions 14" Two-Color Numerals Wall Clock	Small Pack	0.44	26/12/2009	05/08/1955
2852	20545	~40460%	Not Specified	01/01/1900	361.94	0.05	Delivery Truck	-163.58	284.98	69.55	Sean	Miller	Ontario	Small Business	Furniture	Chairs & Chairmats	Global Commerce™ Series High-Back Swivel/Tilt Chairs	Jumbo Drum	0.6	10/10/2010	16/08/1955
2853	20545	~40460%	Not Specified	31/01/1900	1276.04	0.02	Regular Air	554.95	40.99	5.86	Sean	Miller	Ontario	Small Business	Office Supplies	Paper	Xerox 1919	Small Box	0.36	11/10/2010	15/01/1955
2854	20545	~40460%	Not Specified	09/02/1900	2894.68	0.02	Regular Air	-1754.39	71.37	69	Sean	Miller	Ontario	Small Business	Furniture	Tables	Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table	Large Box	0.68	11/10/2010	19/02/1955
2856	20577	~40218%	Critical	15/01/1900	611.68	0.05	Regular Air	134.75	39.06	10.55	Patrick	O'Donnell	Ontario	Home Office	Office Supplies	Binders and Binder Accessories	Ibico Recycled Linen-Style Covers	Small Box	0.37	11/02/2010	06/05/1954
2881	20804	~40873%	Low	13/01/1900	4393.75	0.08	Delivery Truck	215.31	442.14	14.7	Sean	Miller	Ontario	Small Business	Technology	Office Machines	Okidata ML390 Turbo Dot Matrix Printers	Jumbo Drum	0.56	03/12/2011	17/05/1954
2960	21414	~40667%	Critical	03/02/1900	117.91	0.05	Regular Air	29.27	3.38	1.09	Harry	Marie	Ontario	Consumer	Office Supplies	Paper	Avoid Verbal Orders Carbonless Minifold Book	Wrap Bag	0.39	06/05/2011	01/06/1954
2961	21414	~40667%	Critical	15/02/1900	3644.6	0.05	Regular Air	-1144.67	80.98	35	Harry	Marie	Ontario	Consumer	Office Supplies	Storage & Organization	Carina Double Wide Media Storage Towers in Natural & Black	Large Box	0.81	06/05/2011	11/09/1954
2962	21414	~40667%	Critical	02/02/1900	3491.613	0.05	Regular Air	717.7	125.99	5.63	Harry	Marie	Ontario	Consumer	Technology	Telephones and Communication	8290	Small Box	0.6	05/05/2011	18/11/1953
2969	21447	~40332%	Not Specified	15/01/1900	176.24	0.02	Express Air	9.85	10.98	3.37	Sean	Christensen	Ontario	Home Office	Office Supplies	Scissors, Rulers and Trimmers	Fiskars® Softgrip Scissors	Small Pack	0.57	05/06/2010	01/07/1953
2976	21479	~40053%	Medium	10/02/1900	291.16	0.01	Express Air	-89.47	6.48	6.57	Patrick	O'Donnell	Ontario	Home Office	Office Supplies	Paper	Xerox 20	Small Box	0.37	29/08/2009	05/04/1953
3096	22208	~40099%	High	06/02/1900	1138.43	0.01	Regular Air	18.59	30.97	4	Sean	Christensen	Ontario	Home Office	Technology	Computer Peripherals	Microsoft Multimedia Keyboard	Small Box	0.74	15/10/2009	21/04/1953
3097	22208	~40099%	High	19/02/1900	5271.0455	0.08	Regular Air	1379.76	125.99	7.69	Sean	Christensen	Ontario	Home Office	Technology	Telephones and Communication	Timeport L7089	Small Box	0.58	15/10/2009	15/04/1953
3106	22279	~40169%	Not Specified	12/02/1900	2463.6	0.03	Regular Air	1040.65	54.96	10.75	Lena	Radford	Ontario	Small Business	Office Supplies	Paper	Xerox 1940	Small Box	0.36	25/12/2009	28/11/1952
3231	23174	~41116%	Low	16/01/1900	3549.9	0.06	Delivery Truck	44.8	216.6	64.2	Harry	Marie	Ontario	Consumer	Furniture	Chairs & Chairmats	Hon Multipurpose Stacking Arm Chairs	Jumbo Drum	0.59	28/07/2012	23/03/1952
3232	23174	~41116%	Low	08/01/1900	138.24	0.03	Regular Air	-60.04	16.74	7.04	Harry	Marie	Ontario	Consumer	Office Supplies	Storage & Organization	Rogers® Profile Extra Capacity Storage Tub	Small Box	0.81	02/08/2012	21/02/1951
3259	23333	~40030%	Medium	13/02/1900	634.12	0.04	Regular Air	-21.65	14.42	6.75	Michael	Dominguez	Ontario	Home Office	Office Supplies	Appliances	Holmes Odor Grabber	Medium Box	0.52	06/08/2009	24/12/1979
3260	23333	~40030%	Medium	01/02/1900	196.84	0.04	Regular Air	-69.29	5.98	5.79	Michael	Dominguez	Ontario	Home Office	Office Supplies	Paper	Xerox 1903	Small Box	0.36	07/08/2009	25/04/1979
3261	23333	~40030%	Medium	16/01/1900	886.89	0.03	Regular Air	-23.83	65.99	8.99	Michael	Dominguez	Ontario	Home Office	Technology	Telephones and Communication	Talkabout T8367	Small Box	0.56	06/08/2009	27/03/1979
3456	24640	~40572%	Medium	12/01/1900	1379.98	0.06	Delivery Truck	-151.73	113.98	30	Patrick	O'Donnell	Ontario	Home Office	Furniture	Chairs & Chairmats	Hon Comfortask® Task/Swivel Chairs	Jumbo Drum	0.69	30/01/2011	27/03/1980
3516	25056	~40442%	Not Specified	10/02/1900	295.12	0	Regular Air	-151.93	6.48	8.19	Phillip	Breyer	Ontario	Corporate	Office Supplies	Paper	Xerox 217	Small Box	0.37	23/09/2010	17/03/1980
3665	26244	~40393%	High	16/01/1900	131.72	0.09	Regular Air	-42.61	8.46	3.62	Michael	Dominguez	Ontario	Home Office	Technology	Computer Peripherals	Imation 3.5", RTS 247544 3M 3.5 DSDD, 10/Pack	Small Pack	0.61	05/08/2010	14/11/1980
3816	27201	~41115%	High	10/01/1900	5056.89	0.02	Delivery Truck	789.05	500.98	26	Scot	Coram	Ontario	Corporate	Furniture	Chairs & Chairmats	Global Troy™ Executive Leather Low-Back Tilter	Jumbo Drum	0.6	25/07/2012	11/05/1980
3817	27201	~41115%	High	14/02/1900	3500.1	0.01	Delivery Truck	-2661.32	70.89	89.3	Scot	Coram	Ontario	Corporate	Furniture	Tables	KI Conference Tables	Jumbo Box	0.72	25/07/2012	01/02/1980
3897	27808	~40204%	Low	09/01/1900	196.12	0.01	Express Air	4.41	20.89	1.99	Michelle	Ellison	Ontario	Consumer	Technology	Computer Peripherals	IBM 80 Minute CD-R Spindle, 50/Pack	Small Pack	0.48	02/02/2010	01/02/1978
4173	29573	~40924%	Critical	12/02/1900	792.21	0.05	Regular Air	42.24	18.97	9.54	Michael	Dominguez	Ontario	Home Office	Office Supplies	Paper	Xerox 1939	Small Box	0.37	18/01/2012	07/05/1978
4203	29862	~40713%	Medium	03/02/1900	214.64	0.08	Regular Air	-76.88	6.48	5.86	Maria	Zettner	Ontario	Corporate	Office Supplies	Paper	Xerox 1904	Small Box	0.36	21/06/2011	15/03/1977
4276	30433	~40338%	Medium	17/01/1900	253.38	0	Express Air	-35.78	13.9	7.59	Nathan	Gelder	Ontario	Home Office	Office Supplies	Scissors, Rulers and Trimmers	Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8" Cut, 8"L	Small Pack	0.56	09/06/2010	09/03/1978
4284	30532	~40873%	High	28/01/1900	431.37	0.03	Regular Air	-28.67	15.22	9.73	Victoria	Wilson	Ontario	Home Office	Office Supplies	Binders and Binder Accessories	GBC Twin Loop™ Wire Binding Elements, 9/16" Spine, Black	Small Box	0.36	27/11/2011	02/11/1977
4285	30532	~40873%	High	23/01/1900	262.31	0.04	Express Air	27.55	11.09	5.25	Victoria	Wilson	Ontario	Home Office	Office Supplies	Envelopes	#10 Self-Seal White Envelopes	Small Box	0.36	27/11/2011	20/09/1977
4286	30532	~40873%	High	14/02/1900	514.03	0.05	Regular Air	82.19	11.34	5.01	Victoria	Wilson	Ontario	Home Office	Office Supplies	Paper	Xerox 188	Small Box	0.36	28/11/2011	07/07/1976
4287	30532	~40873%	High	09/01/1900	1696.7	0.04	Delivery Truck	-82.81	180.98	23.58	Victoria	Wilson	Ontario	Home Office	Furniture	Bookcases	O'Sullivan Manor Hill 2-Door Library in Brianna Oak	Jumbo Box	0.74	28/11/2011	21/12/1977
4297	30597	~41126%	High	18/01/1900	93.02	0.07	Regular Air	20.01	5.08	2.03	Michelle	Ellison	Ontario	Consumer	Furniture	Office Furnishings	Master Caster Door Stop, Brown	Wrap Bag	0.51	07/08/2012	21/07/1976
4298	30597	~41126%	High	11/02/1900	639.84	0.03	Regular Air	-95.76	15.14	4.53	Michelle	Ellison	Ontario	Consumer	Office Supplies	Storage & Organization	Eldon® Gobal File Keepers	Small Box	0.81	06/08/2012	16/03/1976
4349	30981	~40589%	Low	29/01/1900	7837.44	0.1	Delivery Truck	1817.76	279.81	23.19	Nathan	Gelder	Ontario	Home Office	Office Supplies	Appliances	Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators	Jumbo Drum	0.59	19/02/2011	03/11/1976
4350	30981	~40589%	Low	22/01/1900	3653.22	0.09	Delivery Truck	-116.02	180.98	30	Nathan	Gelder	Ontario	Home Office	Furniture	Chairs & Chairmats	Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms	Jumbo Drum	0.69	17/02/2011	07/02/1976
4455	31751	~40689%	High	31/01/1900	413.12	0.1	Express Air	-10.22	14.27	7.27	Todd	Boyes	Ontario	Small Business	Office Supplies	Binders and Binder Accessories	GBC Laser Imprintable Binding System Covers, Desert Sand	Small Box	0.38	28/05/2011	12/03/1976
4473	31873	~40125%	Low	02/01/1900	141.59	0.05	Regular Air	-91.09	70.97	3.5	Shahid	Collister	Ontario	Home Office	Office Supplies	Appliances	Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge	Small Box	0.59	13/11/2009	17/02/1976
4474	31873	~40125%	Low	14/01/1900	2465.5015	0.06	Regular Air	13.01	205.99	8.99	Shahid	Collister	Ontario	Home Office	Technology	Telephones and Communication	StarTAC 8000	Small Box	0.6	15/11/2009	23/02/1975
4475	31873	~40125%	Low	19/02/1900	8558.4715	0.06	Regular Air	2539.46	205.99	8.99	Shahid	Collister	Ontario	Home Office	Technology	Telephones and Communication	TimeportP7382	Small Box	0.56	15/11/2009	02/01/1975
4476	31873	~40125%	Low	11/02/1900	236.89	0	Regular Air	-125.29	5.28	6.26	Shahid	Collister	Ontario	Home Office	Office Supplies	Paper	Xerox 1928	Small Box	0.4	15/11/2009	08/09/1976
4492	32000	~41165%	Low	18/02/1900	162.16	0.05	Regular Air	24.95	3.29	1.35	Victoria	Wilson	Ontario	Home Office	Office Supplies	Rubber Bands	Acco® Hot Clips™ Clips to Go	Wrap Bag	0.4	15/09/2012	12/07/1976
4493	32000	~41165%	Low	26/01/1900	15168.82	0.02	Delivery Truck	-1096.78	550.98	147.12	Victoria	Wilson	Ontario	Home Office	Furniture	Tables	Chromcraft Bull-Nose Wood 48" x 96" Rectangular Conference Tables	Jumbo Box	0.8	20/09/2012	07/08/1975
4597	32737	~40114%	High	14/01/1900	367.11	0.09	Regular Air	116.8	28.53	1.49	Victoria	Wilson	Ontario	Home Office	Office Supplies	Binders and Binder Accessories	Lock-Up Easel 'Spel-Binder'	Small Box	0.38	30/10/2009	17/04/1975
4918	35012	~41068%	Medium	10/01/1900	126.79	0.04	Regular Air	-16.38	11.97	4.98	Thomas	Boland	Ontario	Corporate	Office Supplies	Appliances	Staples 6 Outlet Surge	Small Box	0.58	08/06/2012	18/05/1974
4919	35012	~41068%	Medium	11/01/1900	1770.2015	0.08	Regular Air	-165.95	195.99	4.2	Thomas	Boland	Ontario	Corporate	Technology	Telephones and Communication	T65	Small Box	0.56	09/06/2012	10/10/1974
4922	35042	~40514%	Not Specified	23/01/1900	1196.86	0.06	Regular Air	-12.51	50.98	6.5	Michael	Dominguez	Ontario	Home Office	Technology	Computer Peripherals	Microsoft Natural Multimedia Keyboard	Small Box	0.73	03/12/2010	06/10/1974
5009	35713	~41199%	Medium	18/02/1900	1355.47	0.04	Regular Air	590.04	28.53	1.49	Phillip	Breyer	Ontario	Corporate	Office Supplies	Binders and Binder Accessories	Lock-Up Easel 'Spel-Binder'	Small Box	0.38	17/10/2012	02/04/1974
5082	36229	~41173%	Not Specified	12/01/1900	1465.29	0.02	Regular Air	373.5	120.97	7.11	Patrick	O'Donnell	Ontario	Home Office	Technology	Office Machines	Canon BP1200DH 12-Digit Bubble Jet Printing Calculator	Medium Box	0.36	24/09/2012	16/09/1974
5083	36229	~41173%	Not Specified	24/01/1900	3590.33	0.01	Delivery Truck	-31.73	146.34	43.75	Patrick	O'Donnell	Ontario	Home Office	Furniture	Tables	Bevis Round Conference Table Top & Single Column Base	Jumbo Box	0.65	23/09/2012	09/10/1974
5199	36933	~40736%	High	01/02/1900	115.81	0.07	Regular Air	47.56	3.69	0.5	Todd	Boyes	Ontario	Small Business	Office Supplies	Labels	Avery 501	Small Box	0.38	13/07/2011	13/06/1974
5219	37152	~40685%	Medium	08/02/1900	4647.69	0.02	Delivery Truck	182.53	113.98	30	Thomas	Boland	Ontario	Corporate	Furniture	Chairs & Chairmats	Hon Comfortask® Task/Swivel Chairs	Jumbo Drum	0.69	24/05/2011	09/10/1974
5220	37152	~40685%	Medium	14/02/1900	2503.3265	0.04	Regular Air	447.12	65.99	8.8	Thomas	Boland	Ontario	Corporate	Technology	Telephones and Communication	6120	Small Box	0.58	24/05/2011	08/05/1975
5228	37223	~40857%	Low	21/01/1900	2731.73	0.07	Express Air	310.59	155.99	8.99	Victoria	Wilson	Ontario	Home Office	Technology	Telephones and Communication	LX 788	Small Box	0.58	14/11/2011	08/01/1975
5229	37223	~40857%	Low	09/02/1900	679.52	0.09	Regular Air	-152.4	17.7	9.47	Victoria	Wilson	Ontario	Home Office	Office Supplies	Storage & Organization	Portfile® Personal File Boxes	Small Box	0.59	17/11/2011	06/09/1975
5230	37223	~40857%	Low	07/02/1900	5176.27	0.01	Regular Air	-743.45	135.31	35	Victoria	Wilson	Ontario	Home Office	Office Supplies	Storage & Organization	Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24" Deep, Sand	Large Box	0.84	15/11/2011	25/08/1945
5237	37254	~40074%	High	28/01/1900	739.94	0.01	Regular Air	370.23	26.17	1.39	Katrina	Bavinger	Ontario	Consumer	Office Supplies	Envelopes	Quality Park Security Envelopes	Small Box	0.38	19/09/2009	25/03/1945
5260	37441	~39868%	Critical	15/02/1900	14740.51	0	Delivery Truck	3407.73	300.98	164.73	Katrina	Bavinger	Ontario	Home Office	Furniture	Chairs & Chairmats	Global Leather and Oak Executive Chair, Black	Jumbo Drum	0.56	25/02/2009	05/02/1945
5261	37441	~39868%	Critical	01/01/1900	3.77	0.09	Regular Air	-1.84	2.94	0.96	Katrina	Bavinger	Ontario	Home Office	Office Supplies	Pens & Art Supplies	Newell 343	Wrap Bag	0.58	26/02/2009	03/01/1945
5359	38084	~39892%	Not Specified	11/01/1900	100.36	0.02	Regular Air	18.41	9.11	2.15	Victoria	Wilson	Ontario	Home Office	Office Supplies	Paper	Black Print Carbonless Snap-Off® Rapid Letter, 8 1/2" x 7"	Wrap Bag	0.4	22/03/2009	25/04/1945
5360	38084	~39892%	Not Specified	02/02/1900	404.91	0.06	Regular Air	65.63	12.64	4.98	Victoria	Wilson	Ontario	Home Office	Furniture	Office Furnishings	Nu-Dell Executive Frame	Small Pack	0.48	22/03/2009	15/03/1945
5527	39168	~41046%	High	22/01/1900	809.91	0.07	Regular Air	321.67	37.7	2.99	Natalie	Fritzler	Ontario	Home Office	Office Supplies	Binders and Binder Accessories	Vinyl Sectional Post Binders	Small Box	0.35	20/05/2012	13/03/1945
5528	39168	~41046%	High	19/02/1900	1027.66	0	Regular Air	184.07	19.98	8.68	Natalie	Fritzler	Ontario	Home Office	Office Supplies	Paper	Southworth 25% Cotton Premium Laser Paper and Envelopes	Small Box	0.37	19/05/2012	18/10/1945
5529	39168	~41046%	High	30/01/1900	301.38	0.06	Regular Air	5.08	10.48	2.89	Natalie	Fritzler	Ontario	Home Office	Office Supplies	Pens & Art Supplies	Staples Battery-Operated Desktop Pencil Sharpener	Small Pack	0.6	19/05/2012	09/03/1946
5555	39333	~40226%	Critical	31/01/1900	8955.34	0.1	Regular Air	2081.48	320.98	24.49	Michelle	Ellison	Ontario	Consumer	Furniture	Chairs & Chairmats	Hon Pagoda™ Stacking Chairs	Large Box	0.55	19/02/2010	07/11/1979
